"row","category","component","cost","cost_basis","purchase_date","purchase_status","notes"
"323","Electrical","40A/58V MEGA candidate fuse stock (6)","13.28","item_subtotal","2026-02-17","Purchased","Purchased as low-cost 40A/58V MEGA candidate stock in the former mixed row 10 batch. Verify body markings before use; Orion input requires one 40A MEGA marked at least 58VDC in Lynx Slot 4, with Victron CIP138040020 as fallback."
"324","Electrical","Misadvertised 60A MEGA fuse stock (6)","9.98","item_subtotal","2026-02-17","Retired","Purchased in the former mixed row 10 batch but quarantined after the advertised rating proved unsuitable. Do not use this stock on active 48V circuits; active verified 60A/80V stock is row 188."
"325","Hardware","BOJACK 150A AMI/MIDI fuse-holder pack (2)","12.99","item_subtotal","2026-02-23","Retired","Purchased for the obsolete Sterling 12V alternator-charger input path. Retain only as dead-end 12V stock; do not use for active 48V protection without separate voltage and form-factor validation."
"326","Hardware","Littelfuse 04980921GXM5 MIDI fuse holder","17.37","item_subtotal","2026-02-23","Retired","Purchased for the retired standalone Orion F-06 concept. The active Orion 48V input uses the integrated Lynx Slot 4 holder and one verified 40A MEGA, so this holder is dead-end stock."
"327","Electrical","AC-out main breaker (DIN UL489 30A)","22.99","item_subtotal","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon as the second ControlGear CGMB1C30 breaker from the two-unit purchase recorded with row 13. This line owns the AC-out main ahead of the two active 20A branches."
"328","Hardware","2/0 AWG x M8 / 5/16 in lugs, repeat stock (10 pack)","13.93","item_subtotal","2026-07-18","Purchased","Repeat purchase on 2026-07-18 of the same TKDMR 2/0 AWG x M8 / 5/16 in lug set tracked in row 35, 10 pack with heat shrink at $13.93 item subtotal. Reconcile loose stock against completed harnesses before buying more."
"329","Plumbing","Second RecPro 30 in braided potable-water hose","14.95","item_subtotal","2026-04-07","Purchased","Second hose from the two-unit RecPro purchase recorded with row 84 at $14.95 each. Retain as spare or allocate only after the pump/accumulator mockup proves another short double-FIP hose is useful."
"330","Electrical","AC branch 2 breaker (DIN UL489 20A)","22.99","item_subtotal","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon as the second ControlGear CGMB1C20 breaker from the two-unit purchase recorded with row 110. This line owns AC-out branch 2, with GFCI protection at its first receptacle."
"331","Electrical","Second 12V USB-C PD station","","unknown","","Planned","Conditional second office/galley charging station. Purchase only if the final layout still needs a second dedicated 12V-fed station after the row 115 Acegoo unit passes bench validation and Orion headroom is rechecked."
"332","Hardware","Safoner aluminum propane-hose pass-through hatch","26.99","item_subtotal","2026-07-26","Purchased","Owner-confirmed purchase 2026-07-26: one black Safoner aluminum cable pass-through hatch for a 3.5 in opening, $26.99 item subtotal. Used as a neat propane-hose pass-through through the rear box."
"333","Interior","AWW foldable outdoor shower mat","29.99","item_subtotal","2026-07-26","Purchased","Owner-confirmed purchase 2026-07-26: one grey AWW foldable quick-dry diatomaceous-earth outdoor shower mat with non-slip under-mat, 23.6 x 15.5 in, $29.99 item subtotal."
"334","Hardware","Wall-mounted cylinder bracket and 59 in strap set (2 pack)","17.99","item_subtotal","2026-07-26","Purchased","Owner-confirmed purchase 2026-07-26: one orange two-pack of 4-12 in cylinder wall brackets with 59 in straps, $17.99 item subtotal. Part of the rear-box propane setup."
"335","Plumbing","Dedicated HOTTAP cold-feed leader (approximately 30 in)","35.00","planning_estimate","","Planned","Allowance for an approximately 30 in potable-rated 3/4 in F-GHT x M-GHT leader plus Melnor 9MQC and 8MQC water-stop female sockets. This preserves the supplied 4 m plus 1 m red shower assembly and gives Joolca/Melnor-profile female sockets at both cold-leader ends. Use a rated factory or professionally assembled hose; fit-, flow-, pressure-, pull-, and drain-test it. Do not cut/reterminate a supplied Joolca hose without manufacturer instructions."
